"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","shockfront","Shockfront","crosscut","Crosscut","allowed with prerequisites","","shellshock > aftershock > shockfront > grindshot > crosscut","grindshot > crosscut > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","coolant-rounds","Coolant Rounds","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds","coolant-rounds > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","deep-freeze","Deep Freeze","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","icebreaker","Icebreaker","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cold-snap","Cold Snap","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds > cold-snap","coolant-rounds > cold-snap > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cold-front","Cold Front","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","suspension","Suspension","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension","suspension > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","crosshatch","Crosshatch","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension > crosshatch","suspension > crosshatch > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","thread-the-needle","Thread the Needle","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","tripline","Tripline","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension > tripline","suspension > tripline > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","chain-release","Chain Release","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension > tripline > chain-release","suspension > tripline > chain-release > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","retrace","Retrace","allowed with prerequisites","","shellshock > aftershock > shockfront > recall > retrace","recall > retrace > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","wallrunner","Wallrunner","allowed with prerequisites","","shellshock > aftershock > shockfront > light > wallrunner","light > wallrunner > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","air-brake","Air Brake","allowed with prerequisites","","shellshock > aftershock > shockfront > kick > air-brake","kick > air-brake > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","grapnel","Grapnel","allowed with prerequisites","","shellshock > aftershock > shockfront > tether > grapnel","tether > grapnel > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","convoy","Convoy","blocked","different paths: demolition + stasis","shellshock > aftershock > shockfront > suspension > crosshatch > convoy","suspension > crosshatch > convoy > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","thermal-shock","Thermal Shock","blocked","different paths: cryogenic + demolition","shellshock > aftershock > shockfront > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","corner-pocket","Corner Pocket","allowed with prerequisites","","shellshock > aftershock > shockfront > banker > corner-pocket","banker > corner-pocket > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","scrap-feed","Scrap Feed","allowed with prerequisites","","shellshock > aftershock > shockfront > split > scrap-feed","split > scrap-feed > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","spoof","Spoof","allowed with prerequisites","","shellshock > aftershock > shockfront > spoof","spoof > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","standing-orders","Standing Orders","allowed with prerequisites","","shellshock > aftershock > shockfront > spoof > standing-orders","spoof > standing-orders > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","priority-target","Priority Target","allowed with prerequisites","","shellshock > aftershock > shockfront > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cross-talk","Cross Talk","allowed with prerequisites","","shellshock > aftershock > shockfront > spoof > cross-talk","spoof > cross-talk > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
